Ingredient1,Ingredient2,Rank
salted cod,sheets of puff pastry,0
salted cod,meat pastry,0
salted cod,baker ammonia,0
salted cod,sweet wheat bun dough,0
salted cod,pearl sugar,0
salted cod,white icing,0
salted cod,chocolate icing,0
salted cod,almond paste,0
salted cod,sugar pastry filling,0
salted cod,saffron,0
salted cod,vodka,0
salted cod,cardamom,0
salted cod,icing sugar,0
salted cod,pastry,0
salted cod,white icing,0
salted cod,poppy,0
salted cod,firm set raspberry jam,0
salted cod,pistachios,0
salted cod,bicarbonate of soda,0
salted cod,almond biscuit batter,0
salted cod,chocolate buttercream,0
salted cod,dark chocolate,0
salted cod,cloudberry cream,0
salted cod,chopped almonds,0
salted cod,cocoa powder,0
salted cod,biscuit,0
salted cod,peppermint oil,0
salted cod,red food colouring,0
salted cod,candied orange peel,0
salted cod,fresh orange juice,0
salted cod,flaked almonds,0
salted cod,sugared lingonberries,0
salted cod,acidic apples,0
salted cod,vanilla pastry cream,0
salted cod,gelatine,0
salted cod,sockerkaka,0
salted cod,raspberry jam,0
salted cod,green marzipan,0
salted cod,pink marzipan rose,0
salted cod,strawberries,0
salted cod,ground almonds,0
salted cod,toasted almond flakes,0
salted cod,thin pancakes,0
salted cod,egg whites,0
salted cod,coconut fat,0
salted cod,buttercream,0
salted cod,hazelnuts,0
salted cod,instant flan,0
salted cod,sugar syrup,0
salted cod,liquid rennet,0
salted cod,meringue,0
salted cod,chocolate sauce,0
salted cod,apple compote,0
salted cod,pie crust,0
salted cod,fudge caramel sauce,0
salted cod,almond biscuits,0
salted cod,saffron threads,0
salted cod,citrus peel,0
salted cod,full fat sour cream,0
salted cod,blueberries,0
salted cod,double cream,0
salted cod,cloudberry jam,0
salted cod,chicken meat and bones,0
salted cod,meat and bones,0
salted cod,yellow mustard,0
salted cod,leaf pork lard,0
salted cod,beef suet,0
salted cod,pickling cucumbers,0
salted cod,dill flowers,0
salted cod,pickling liquor,0
salted cod,cassia cinnamon stick,0
salted cod,purslane stalks,0
salted cod,pork dripping,0
salted cod,currants,0
salted cod,soft fruit,0
salted cod,cordial,0
salted cod,dried rosehips sugar,0
salted cod,apple juice,0
salted cod,rhubarb,0
salted cod,gooseberries sugar,0
salted cod,sago pearls,0
salted cod,dark rum,0
salted cod,aquavit,0
salted cod,table liquor,0
salted cod,vermouth,0
salted cod,gin,0
salted cod,neutral grain spirit,0
salted cod,porter beer,0
salted cod,battavia arrack,0
salted cod,black tea,0
salted cod,vanilla bean,0
salted cod,sprout,0
firm waxy potatoes,aged fish,0
firm waxy potatoes,cod tongues and cheeks,0
firm waxy potatoes,cod roe,0
firm waxy potatoes,raisins,0
firm waxy potatoes,baking powder,0
firm waxy potatoes,fish stock,0
firm waxy potatoes,celeriac,0
firm waxy potatoes,fish balls,0
firm waxy potatoes,smoked bacon,0
firm waxy potatoes,floury potatoes,0
firm waxy potatoes,cooked fish,0
firm waxy potatoes,sweet fried onions,0
firm waxy potatoes,fermented skate,0
firm waxy potatoes,boiled shrimp,0
firm waxy potatoes,iceberg lettuce,0
firm waxy potatoes,cooked lobster,0
firm waxy potatoes,cooked mussels,0
firm waxy potatoes,cooked shrimp,0
firm waxy potatoes,pilot whale,0
firm waxy potatoes,pilot whale blubber,0
firm waxy potatoes,pilot whale meat,0
firm waxy potatoes,pearl barley,0
firm waxy potatoes,mixed seal meat,0
firm waxy potatoes,blubber,0
firm waxy potatoes,innards,0
firm waxy potatoes,seal intestines,0
firm waxy potatoes,seal blubber,0
firm waxy potatoes,crowberries,0
firm waxy potatoes,roseroot leaves,0
firm waxy potatoes,chicken,0
firm waxy potatoes,chicken stock,0
firm waxy potatoes,chicken liver,0
firm waxy potatoes,chicken heart,0
firm waxy potatoes,salad dressing,0
firm waxy potatoes,salted peanuts,0
firm waxy potatoes,creme fraiche,0
firm waxy potatoes,hen,0
firm waxy potatoes,prunes,0
firm waxy potatoes,roux,0
firm waxy potatoes,duck,0
firm waxy potatoes,goose,0
firm waxy potatoes,grouse,0
firm waxy potatoes,carcasses,0
firm waxy potatoes,woodcock,0
firm waxy potatoes,puffins,0
firm waxy potatoes,fulmar chicks,0
firm waxy potatoes,fulmar eggs,0
firm waxy potatoes,girolles,0
firm waxy potatoes,frozen reindeer,0
firm waxy potatoes,moose shoulder,0
firm waxy potatoes,juniper berries,0
firm waxy potatoes,pork tenderloin,0
firm waxy potatoes,pork,0
firm waxy potatoes,pitted prunes,0
firm waxy potatoes,bone in pork belly,0
firm waxy potatoes,black pudding,0
firm waxy potatoes,pig trotters,0
firm waxy potatoes,rice porridge,0
firm waxy potatoes,cabbage,0
firm waxy potatoes,veal tenderloin,0
firm waxy potatoes,pig kidneys,0
firm waxy potatoes,lean pork,0
firm waxy potatoes,hoppy lager,0
firm waxy potatoes,beef chuck,0
firm waxy potatoes,beef brisket,0
firm waxy potatoes,mustard powder,0
firm waxy potatoes,beef silverside,0
firm waxy potatoes,beef,0
firm waxy potatoes,braising beef,0
firm waxy potatoes,beef sirloin,0
firm waxy potatoes,meat patties,0
firm waxy potatoes,sirloin steak,0
firm waxy potatoes,soup dumplings,0
firm waxy potatoes,beef and vegetable soup,0
firm waxy potatoes,lamb shoulder,0
firm waxy potatoes,pork shoulder,0
firm waxy potatoes,oxtail,0
firm waxy potatoes,light lager,0
firm waxy potatoes,taco,0
firm waxy potatoes,taco spice mix,0
firm waxy potatoes,veal breast,0
firm waxy potatoes,parsley butter,0
firm waxy potatoes,farfiol,0
firm waxy potatoes,lamb stock,0
firm waxy potatoes,smoked ham,0
firm waxy potatoes,sheep large intestines,0
firm waxy potatoes,sheep caul,0
firm waxy potatoes,lamb neck,0
firm waxy potatoes,hash,0
firm waxy potatoes,boiled meatballs,0
firm waxy potatoes,canned tomatoes,0
firm waxy potatoes,blood,0
firm waxy potatoes,lard,0
firm waxy potatoes,yeast,0
firm waxy potatoes,dried marjoram,0
firm waxy potatoes,bread flour,0
firm waxy potatoes,rye flour,0
firm waxy potatoes,dark beer,0
firm waxy potatoes,bread baked with blood,0
firm waxy potatoes,tasty stock,0
firm waxy potatoes,fried salt pork,0
firm waxy potatoes,pig blood,0
firm waxy potatoes,cow blood,0
firm waxy potatoes,pork back fat,0
firm waxy potatoes,beer,0
firm waxy potatoes,pancakes,0
firm waxy potatoes,reindeer blood,0
firm waxy potatoes,reindeer stock,0
firm waxy potatoes,sweet reduced whey spread,0
firm waxy potatoes,apple compote,0
firm waxy potatoes,sheep stomach,0
firm waxy potatoes,sheep blood,0
firm waxy potatoes,pearl barley,0
firm waxy potatoes,liver,0
firm waxy potatoes,heart,0
firm waxy potatoes,kidneys,0
firm waxy potatoes,tongue,0
firm waxy potatoes,pig pluck,0
firm waxy potatoes,reindeer heart,0
firm waxy potatoes,falu sausage,0
firm waxy potatoes,sambal oelek,0
firm waxy potatoes,pork liver,0
firm waxy potatoes,fatty minced pork,0
firm waxy potatoes,mutton,0
firm waxy potatoes,pig head,0
firm waxy potatoes,veal shanks,0
firm waxy potatoes,whole eye of round,0
firm waxy potatoes,boiled ham,0
firm waxy potatoes,brined ham,0
firm waxy potatoes,string mustard,0
firm waxy potatoes,seal liver,0
firm waxy potatoes,rolled oats,0
firm waxy potatoes,wheat flour,0
firm waxy potatoes,salt pork fried,0
firm waxy potatoes,ymer,0
firm waxy potatoes,macaroni,0
firm waxy potatoes,semolina,0
firm waxy potatoes,rye flakes,0
firm waxy potatoes,flax,0
firm waxy potatoes,romme,0
firm waxy potatoes,dried apricots,0
firm waxy potatoes,dried yellow split peas,0
firm waxy potatoes,rye sourdough,0
firm waxy potatoes,raspberry cordial,0
firm waxy potatoes,sweet small beer,0
firm waxy potatoes,caraway,0
firm waxy potatoes,wort,0
firm waxy potatoes,rye kernels,0
firm waxy potatoes,mixed rye and pine bark flour,0
firm waxy potatoes,ground rye malt,0
firm waxy potatoes,graham flour,0
firm waxy potatoes,rye dough,0
firm waxy potatoes,rice porridge filling,0
firm waxy potatoes,semolina porridge,0
firm waxy potatoes,salted butter,0
firm waxy potatoes,wholemeal flour,0
firm waxy potatoes,white bread,0
firm waxy potatoes,cold smoked salmon,0
firm waxy potatoes,dill fronds,0
firm waxy potatoes,lingon berries,0
firm waxy potatoes,shredded cabbage,0
firm waxy potatoes,sheets of puff pastry,0
firm waxy potatoes,meat pastry,0
firm waxy potatoes,baker ammonia,0
firm waxy potatoes,sweet wheat bun dough,0
firm waxy potatoes,pearl sugar,0
firm waxy potatoes,white icing,0
firm waxy potatoes,chocolate icing,0
firm waxy potatoes,almond paste,0
firm waxy potatoes,sugar pastry filling,0
firm waxy potatoes,saffron,0
firm waxy potatoes,vodka,0
firm waxy potatoes,cardamom,0
firm waxy potatoes,icing sugar,0
firm waxy potatoes,pastry,0
firm waxy potatoes,white icing,0
firm waxy potatoes,poppy,0
firm waxy potatoes,firm set raspberry jam,0
firm waxy potatoes,pistachios,0
firm waxy potatoes,bicarbonate of soda,0
firm waxy potatoes,almond biscuit batter,0
firm waxy potatoes,chocolate buttercream,0
firm waxy potatoes,dark chocolate,0
firm waxy potatoes,cloudberry cream,0
firm waxy potatoes,chopped almonds,0
firm waxy potatoes,cocoa powder,0
firm waxy potatoes,biscuit,0
firm waxy potatoes,peppermint oil,0
firm waxy potatoes,red food colouring,0
firm waxy potatoes,candied orange peel,0
firm waxy potatoes,fresh orange juice,0
firm waxy potatoes,flaked almonds,0
firm waxy potatoes,sugared lingonberries,0
firm waxy potatoes,acidic apples,0
firm waxy potatoes,vanilla pastry cream,0
firm waxy potatoes,gelatine,0
firm waxy potatoes,sockerkaka,0
firm waxy potatoes,raspberry jam,0
firm waxy potatoes,green marzipan,0
firm waxy potatoes,pink marzipan rose,0
firm waxy potatoes,strawberries,0
firm waxy potatoes,ground almonds,0
firm waxy potatoes,toasted almond flakes,0
firm waxy potatoes,thin pancakes,0
firm waxy potatoes,egg whites,0
firm waxy potatoes,coconut fat,0
firm waxy potatoes,buttercream,0
firm waxy potatoes,hazelnuts,0
firm waxy potatoes,instant flan,0
firm waxy potatoes,sugar syrup,0
firm waxy potatoes,liquid rennet,0
firm waxy potatoes,meringue,0
firm waxy potatoes,chocolate sauce,0
firm waxy potatoes,apple compote,0
firm waxy potatoes,pie crust,0
firm waxy potatoes,fudge caramel sauce,0
firm waxy potatoes,almond biscuits,0
firm waxy potatoes,saffron threads,0
firm waxy potatoes,citrus peel,0
firm waxy potatoes,full fat sour cream,0
firm waxy potatoes,blueberries,0
firm waxy potatoes,double cream,0
firm waxy potatoes,cloudberry jam,0
firm waxy potatoes,fish bones,0
firm waxy potatoes,chicken meat and bones,0
firm waxy potatoes,meat and bones,0
firm waxy potatoes,roux,0
firm waxy potatoes,yellow mustard,0
firm waxy potatoes,brown mustard,0
firm waxy potatoes,leaf pork lard,0
firm waxy potatoes,beef suet,0
firm waxy potatoes,pickling cucumbers,0
firm waxy potatoes,dill flowers,0
firm waxy potatoes,pickling liquor,0
firm waxy potatoes,cassia cinnamon stick,0
firm waxy potatoes,purslane stalks,0
firm waxy potatoes,pork dripping,0
firm waxy potatoes,brown cheese,0
firm waxy potatoes,currants,0
firm waxy potatoes,soft fruit,0
firm waxy potatoes,cordial,0
firm waxy potatoes,dried rosehips sugar,0
firm waxy potatoes,apple juice,0
firm waxy potatoes,rhubarb,0
firm waxy potatoes,gooseberries sugar,0
firm waxy potatoes,sago pearls,0
firm waxy potatoes,dark rum,0
firm waxy potatoes,aquavit,0
firm waxy potatoes,table liquor,0
firm waxy potatoes,vermouth,0
firm waxy potatoes,gin,0
firm waxy potatoes,neutral grain spirit,0
firm waxy potatoes,porter beer,0
firm waxy potatoes,battavia arrack,0
firm waxy potatoes,black tea,0
firm waxy potatoes,vanilla bean,0
firm waxy potatoes,sprout,0
red bell peppers,aged fish,0
red bell peppers,cod tongues and cheeks,0
red bell peppers,cod roe,0
red bell peppers,raisins,0
red bell peppers,baking powder,0
red bell peppers,fish stock,0
red bell peppers,celeriac,0
red bell peppers,fish balls,0
red bell peppers,smoked bacon,0
red bell peppers,floury potatoes,0
red bell peppers,cooked fish,0
red bell peppers,sweet fried onions,0
red bell peppers,fermented skate,0
red bell peppers,boiled shrimp,0
red bell peppers,iceberg lettuce,0
red bell peppers,cooked lobster,0
red bell peppers,cooked mussels,0
red bell peppers,cooked shrimp,0
red bell peppers,pilot whale,0
red bell peppers,pilot whale blubber,0
red bell peppers,pilot whale meat,0
red bell peppers,pearl barley,0
red bell peppers,mixed seal meat,0
red bell peppers,blubber,0
red bell peppers,innards,0
red bell peppers,seal intestines,0
red bell peppers,seal blubber,0
red bell peppers,crowberries,0
red bell peppers,roseroot leaves,0
red bell peppers,chicken,0
red bell peppers,chicken stock,0
red bell peppers,chicken liver,0
red bell peppers,chicken heart,0
red bell peppers,salad dressing,0
red bell peppers,salted peanuts,0
red bell peppers,creme fraiche,0
red bell peppers,hen,0
red bell peppers,prunes,0
red bell peppers,roux,0
red bell peppers,duck,0
red bell peppers,goose,0
red bell peppers,grouse,0
red bell peppers,carcasses,0
red bell peppers,woodcock,0
red bell peppers,puffins,0
red bell peppers,fulmar chicks,0
red bell peppers,fulmar eggs,0
red bell peppers,girolles,0
red bell peppers,frozen reindeer,0
red bell peppers,moose shoulder,0
red bell peppers,juniper berries,0
red bell peppers,pork tenderloin,0
red bell peppers,pork,0
red bell peppers,pitted prunes,0
red bell peppers,bone in pork belly,0
red bell peppers,black pudding,0
red bell peppers,pig trotters,0
red bell peppers,rice porridge,0
red bell peppers,veal tenderloin,0
red bell peppers,pig kidneys,0
red bell peppers,lean pork,0
red bell peppers,hoppy lager,0
red bell peppers,beef chuck,0
red bell peppers,beef brisket,0
red bell peppers,mustard powder,0
red bell peppers,beef silverside,0
red bell peppers,beef,0
red bell peppers,braising beef,0
red bell peppers,beef sirloin,0
red bell peppers,meat patties,0
red bell peppers,sirloin steak,0
red bell peppers,soup dumplings,0
red bell peppers,beef and vegetable soup,0
red bell peppers,lamb shoulder,0
red bell peppers,pork shoulder,0
red bell peppers,oxtail,0
red bell peppers,light lager,0
red bell peppers,taco,0
red bell peppers,taco spice mix,0
red bell peppers,veal breast,0
red bell peppers,parsley butter,0
red bell peppers,farfiol,0
red bell peppers,lamb stock,0
red bell peppers,smoked ham,0
red bell peppers,sheep large intestines,0
red bell peppers,sheep caul,0
red bell peppers,lamb neck,0
red bell peppers,hash,0
red bell peppers,boiled meatballs,0
red bell peppers,canned tomatoes,0
red bell peppers,blood,0
red bell peppers,lard,0
red bell peppers,yeast,0
red bell peppers,dried marjoram,0
red bell peppers,bread flour,0
red bell peppers,rye flour,0
red bell peppers,dark beer,0
red bell peppers,bread baked with blood,0
red bell peppers,tasty stock,0
red bell peppers,fried salt pork,0
red bell peppers,pig blood,0
red bell peppers,cow blood,0
red bell peppers,pork back fat,0
red bell peppers,beer,0
red bell peppers,pancakes,0
red bell peppers,reindeer blood,0
red bell peppers,reindeer stock,0
red bell peppers,sweet reduced whey spread,0
red bell peppers,apple compote,0
red bell peppers,sheep stomach,0
red bell peppers,sheep blood,0
red bell peppers,pearl barley,0
red bell peppers,liver,0
red bell peppers,heart,0
red bell peppers,kidneys,0
red bell peppers,tongue,0
red bell peppers,pig pluck,0
red bell peppers,reindeer heart,0
red bell peppers,falu sausage,0
red bell peppers,sambal oelek,0
red bell peppers,pork liver,0
red bell peppers,fatty minced pork,0
red bell peppers,mutton,0
red bell peppers,pig head,0
red bell peppers,veal shanks,0
red bell peppers,whole eye of round,0
red bell peppers,boiled ham,0
red bell peppers,brined ham,0
red bell peppers,string mustard,0
red bell peppers,seal liver,0
red bell peppers,rolled oats,0
red bell peppers,wheat flour,0
red bell peppers,salt pork fried,0
red bell peppers,ymer,0
red bell peppers,macaroni,0
red bell peppers,semolina,0
red bell peppers,rye flakes,0
red bell peppers,flax,0
red bell peppers,romme,0
red bell peppers,dried apricots,0
red bell peppers,dried yellow split peas,0
red bell peppers,rye sourdough,0
red bell peppers,raspberry cordial,0
red bell peppers,sweet small beer,0
red bell peppers,wort,0
red bell peppers,rye kernels,0
red bell peppers,mixed rye and pine bark flour,0
red bell peppers,ground rye malt,0
red bell peppers,graham flour,0
red bell peppers,rye dough,0
red bell peppers,rice porridge filling,0
red bell peppers,semolina porridge,0
red bell peppers,salted butter,0
red bell peppers,wholemeal flour,0
red bell peppers,white bread,0
red bell peppers,cold smoked salmon,0
red bell peppers,dill fronds,0
red bell peppers,lingon berries,0
red bell peppers,sheets of puff pastry,0
red bell peppers,meat pastry,0
red bell peppers,baker ammonia,0
red bell peppers,sweet wheat bun dough,0
red bell peppers,pearl sugar,0
red bell peppers,white icing,0
red bell peppers,chocolate icing,0
red bell peppers,almond paste,0
red bell peppers,sugar pastry filling,0
red bell peppers,saffron,0
red bell peppers,vodka,0
red bell peppers,cardamom,0
red bell peppers,icing sugar,0
red bell peppers,pastry,0
red bell peppers,white icing,0
red bell peppers,poppy,0
red bell peppers,firm set raspberry jam,0
red bell peppers,pistachios,0
red bell peppers,bicarbonate of soda,0
red bell peppers,almond biscuit batter,0
red bell peppers,chocolate buttercream,0
