Ing1,Ing2,Ing3,Ing4,Rank
lemon,vinegar,white vinegar,thyme,2
lemon,vinegar,white vinegar,eel,2
lemon,vinegar,white vinegar,coarse salt,2
lemon,vinegar,white vinegar,parsley butter,2
lemon,vinegar,white vinegar,white bread,2
vinegar,flour,white vinegar,golden syrup,2
vinegar,flour,white vinegar,lamb,2
vinegar,flour,white vinegar,meat stock,2
vinegar,flour,white vinegar,onion,2
vinegar,flour,white vinegar,bay leaves,2
vinegar,flour,white vinegar,black pepper,2
vinegar,flour,white vinegar,leek,2
vinegar,flour,white vinegar,pickling liquor,2
vinegar,flour,white vinegar,whole fish,2
vinegar,flour,white vinegar,strong unsweetened mustard,2
vinegar,flour,white vinegar,cod,2
vinegar,flour,white vinegar,fish stock,2
vinegar,flour,white vinegar,fish balls,2
vinegar,flour,white vinegar,prunes,2
vinegar,flour,white vinegar,pitted prunes,2
vinegar,flour,white vinegar,veal breast,2
vinegar,flour,white vinegar,wheat flour,2
vinegar,flour,white vinegar,dill fronds,2
vinegar,flour,white vinegar,pickling liquor,2
flour,potatoes,floury potatoes,cream,2
flour,potatoes,floury potatoes,cheese,2
flour,potatoes,floury potatoes,bacon,2
flour,potatoes,floury potatoes,coarse salt,2
flour,potatoes,floury potatoes,bread flour,2
flour,potatoes,floury potatoes,brown cheese,2
flour,wheat flour,pastry,zest,2
flour,wheat flour,pastry,brown sugar,2
flour,wheat flour,pastry,lemon,2
flour,wheat flour,pastry,cheese,2
flour,wheat flour,pastry,lard,2
flour,wheat flour,pastry,lard,2
flour,wheat flour,pastry,pancakes,2
flour,wheat flour,pastry,meat pastry,2
flour,wheat flour,pastry,pearl sugar,2
egg,butter,breadcrumbs,vanilla sugar,2
egg,butter,breadcrumbs,allspice berries,2
egg,butter,breadcrumbs,pike,2
egg,butter,breadcrumbs,salted butter,2
egg,butter,breadcrumbs,egg whites,2
egg,milk,plain flour,cream,2
egg,milk,plain flour,hard cheese,2
egg,milk,plain flour,golden syrup,2
egg,milk,plain flour,zest,2
egg,milk,plain flour,vanilla sugar,2
egg,milk,plain flour,broth,2
egg,milk,plain flour,nutmeg,2
egg,milk,plain flour,potatoes,2
egg,milk,plain flour,garlic,2
egg,milk,plain flour,white fish,2
egg,milk,plain flour,raisins,2
egg,milk,plain flour,baking powder,2
egg,milk,plain flour,bread flour,2
egg,milk,plain flour,baker ammonia,2
egg,milk,cardamom,cream,2
egg,milk,cardamom,nutmeg,2
egg,milk,cardamom,raisins,2
egg,milk,cardamom,baker ammonia,2
egg,milk,cardamom,sweet wheat bun dough,2
egg,milk,cardamom,pearl sugar,2
egg,milk,cardamom,icing sugar,2
egg,sugar,icing sugar,ground cinnamon,2
egg,sugar,icing sugar,zest,2
egg,sugar,icing sugar,plain flour,2
egg,sugar,icing sugar,lemon,2
egg,sugar,icing sugar,ginger,2
egg,sugar,icing sugar,flaked almonds,2
egg,sugar,icing sugar,buttercream,2
egg,sugar,icing sugar,meringue,2
cream,milk,cheese,cream liquid rennet,2
cream,milk,cheese,cheese mould,2
cream,milk,cheese,vegetables,2
cream,milk,cheese,carrots,2
cream,milk,cheese,plain flour,2
cream,milk,cheese,broccoli,2
cream,milk,cheese,cauliflower,2
cream,milk,cheese,liquid rennet,2
cream,milk,cheese,brown cheese,2
cream,milk,onion,sugar,2
cream,milk,onion,egg yolks,2
cream,milk,onion,nutmeg,2
cream,milk,onion,chicken stock,2
cream,milk,onion,parsley,2
cream,milk,onion,allspice berries,2
cream,milk,onion,cauliflower,2
cream,milk,onion,vegetable stock,2
cream,milk,onion,garlic,2
cream,milk,onion,mixed seal meat,2
cream,milk,onion,chicken,2
cream,milk,onion,chicken stock,2
cream,milk,onion,parsley butter,2
cream,milk,onion,lamb stock,2
cream,milk,onion,mutton,2
cream,milk,onion,wheat flour,2
cream,milk,onion,macaroni,2
cream,broth,meat stock,golden syrup,2
cream,broth,meat stock,potato starch,2
cream,broth,meat stock,nutmeg,2
cream,broth,meat stock,chicken stock,2
cream,broth,meat stock,pork stock,2
cream,broth,meat stock,cabbage,2
cream,broth,meat stock,lemon,2
cream,broth,meat stock,vegetable stock,2
cream,broth,meat stock,potatoes,2
cream,broth,meat stock,garlic,2
cream,broth,meat stock,celery,2
cream,broth,meat stock,chicken,2
cream,broth,meat stock,chicken stock,2
cream,broth,meat stock,roux,2
cream,broth,meat stock,grouse,2
cream,broth,meat stock,carcasses,2
cream,broth,meat stock,pork,2
cream,broth,meat stock,cabbage,2
cream,broth,meat stock,roux,2
cream,broth,meat stock,brown cheese,2
cream,flour,onion,hard cheese,2
cream,flour,onion,potato starch,2
cream,flour,onion,nutmeg,2
cream,flour,onion,bay leaf,2
cream,flour,onion,lemon,2
cream,flour,onion,vinegar,2
cream,flour,onion,cheese,2
cream,flour,onion,vegetable stock,2
cream,flour,onion,white vinegar,2
cream,flour,onion,floury potatoes,2
cream,flour,onion,macaroni,2
cream,minced beef,beef,golden syrup,2
cream,minced beef,beef,firm potatoes,2
cream,minced beef,beef,carrots,2
cream,minced beef,beef,pork stock,2
cream,minced beef,beef,cabbage,2
cream,minced beef,beef,parsley,2
cream,minced beef,beef,mustard,2
cream,minced beef,beef,potatoes,2
cream,minced beef,beef,garlic,2
cream,minced beef,beef,cabbage,2
cream,minced beef,beef,meat patties,2
cream,minced beef,beef,parsley butter,2
cream,minced beef,beef,lamb stock,2
cream,minced beef,beef,macaroni,2
butter,milk,lemon,cream,2
butter,milk,lemon,sugar juice,2
butter,milk,lemon,oil,2
butter,milk,lemon,vinegar,2
butter,milk,lemon,potatoes,2
butter,milk,lemon,dill,2
butter,milk,lemon,whole fish,2
butter,milk,lemon,white bread,2
butter,sugar,yeast,zest,2
butter,sugar,yeast,vanilla sugar,2
butter,sugar,yeast,dry flatbread,2
butter,sugar,yeast,cheese,2
butter,sugar,yeast,raisins,2
butter,sugar,yeast,baking powder,2
butter,sugar,yeast,baker ammonia,2
butter,golden syrup,wheat flour,egg,2
butter,golden syrup,wheat flour,dry flatbread,2
butter,golden syrup,wheat flour,broth,2
butter,golden syrup,wheat flour,plain flour,2
butter,golden syrup,wheat flour,black pepper,2
butter,golden syrup,wheat flour,mushroom soy sauce,2
butter,golden syrup,wheat flour,salmon,2
butter,golden syrup,wheat flour,dried bitter orange peel,2
butter,golden syrup,wheat flour,raisins,2
butter,golden syrup,wheat flour,beer,2
butter,golden syrup,wheat flour,brown cheese,2
butter,zest,lemon,cream,2
butter,zest,lemon,oil,2
butter,zest,lemon,plain flour,2
butter,zest,lemon,yeast,2
butter,zest,lemon,white icing,2
butter,zest,lemon,white icing,2
butter,zest,flour,oil,2
butter,zest,flour,yeast,2
butter,zest,flour,orange,2
butter,zest,flour,candied orange peel,2
butter,carrots,flour,sugar,2
butter,carrots,flour,nutmeg,2
butter,carrots,flour,cabbage,2
butter,carrots,flour,leek,2
butter,carrots,flour,minced beef,2
butter,carrots,flour,broccoli,2
butter,carrots,flour,pickling liquor,2
butter,carrots,flour,whole fish,2
butter,carrots,flour,pork belly,2
butter,carrots,flour,pork belly,2
butter,carrots,flour,mustard sauce,2
butter,carrots,flour,white fish,2
butter,carrots,flour,celeriac,2
butter,carrots,flour,cooked fish,2
butter,carrots,flour,pearl barley,2
butter,carrots,flour,cabbage,2
butter,carrots,flour,lamb shoulder,2
butter,carrots,flour,light lager,2
butter,carrots,flour,lamb stock,2
butter,carrots,flour,bread flour,2
butter,carrots,flour,beer,2
butter,carrots,flour,pearl barley,2
butter,carrots,flour,salted butter,2
butter,carrots,flour,white bread,2
butter,carrots,flour,brown mustard,2
butter,carrots,flour,pickling liquor,2
butter,vinegar,flour,oil,2
butter,vinegar,flour,cheese,2
butter,vinegar,flour,lamb,2
butter,vinegar,flour,meat stock,2
butter,vinegar,flour,onion,2
butter,vinegar,flour,bay leaves,2
butter,vinegar,flour,black pepper,2
butter,vinegar,flour,leek,2
butter,vinegar,flour,pickling liquor,2
butter,vinegar,flour,strong unsweetened mustard,2
butter,vinegar,flour,baking powder,2
butter,vinegar,flour,veal breast,2
butter,vinegar,flour,dill fronds,2
butter,vinegar,flour,cardamom,2
butter,vinegar,flour,pickling liquor,2
butter,flour,rye dough,sugar,2
butter,flour,rye dough,dry flatbread,2
butter,flour,rye dough,broth,2
butter,flour,rye dough,coarse rye flour,2
butter,flour,rye dough,floury potatoes,2
butter,flour,rye dough,pork,2
butter,flour,rye dough,orange,2
butter,flour,rye dough,brown cheese,2
butter,cheese,brown cheese,sugar,2
butter,cheese,brown cheese,golden syrup,2
butter,cheese,brown cheese,vegetables,2
butter,cheese,brown cheese,broth,2
butter,cheese,brown cheese,brown sugar,2
butter,cheese,brown cheese,cabbage,2
butter,cheese,brown cheese,parsley,2
butter,cheese,brown cheese,mushroom soy sauce,2
butter,cheese,brown cheese,dill,2
butter,cheese,brown cheese,bacon,2
butter,cheese,brown cheese,salmon,2
butter,cheese,brown cheese,coarse salt,2
butter,cheese,brown cheese,baking powder,2
butter,cheese,brown cheese,floury potatoes,2
butter,cheese,brown cheese,grouse,2
butter,cheese,brown cheese,carcasses,2
butter,cheese,brown cheese,cabbage,2
butter,cheese,brown cheese,parsley butter,2
butter,cheese,brown cheese,yeast,2
butter,cheese,brown cheese,rye dough,2
butter,cheese,brown cheese,pastry,2
butter,meat stock,beef,egg,2
butter,meat stock,beef,golden syrup,2
butter,meat stock,beef,carrots,2
butter,meat stock,beef,peppercorns,2
butter,meat stock,beef,lamb,2
butter,meat stock,beef,bay leaves,2
butter,meat stock,beef,mustard,2
butter,meat stock,beef,red onion,2
butter,meat stock,beef,sweet fried onions,2
butter,meat stock,beef,pearl barley,2
butter,meat stock,beef,beef chuck,2
butter,meat stock,beef,braising beef,2
butter,meat stock,beef,pork shoulder,2
butter,meat stock,beef,lamb stock,2
butter,meat stock,beef,beer,2
butter,meat stock,beef,pearl barley,2
butter,meat stock,beef,fatty minced pork,2
butter,onion,minced beef,golden syrup,2
butter,onion,minced beef,potato starch,2
butter,onion,minced beef,egg yolks,2
butter,onion,minced beef,nutmeg,2
butter,onion,minced beef,pork stock,2
butter,onion,minced beef,lamb,2
butter,onion,minced beef,black pepper,2
butter,onion,minced beef,red onion,2
butter,onion,minced beef,capers,2
butter,onion,minced beef,sweet fried onions,2
butter,onion,minced beef,rice porridge,2
butter,onion,minced beef,lamb stock,2
butter,onion,minced beef,fried salt pork,2
butter,onion,minced beef,mutton,2
butter,onion,minced beef,salt pork fried,2
butter,onion,minced beef,macaroni,2
butter,onion,minced beef,rice porridge filling,2
butter,white fish,cooked fish,hard cheese,2
butter,white fish,cooked fish,mustard,2
butter,white fish,cooked fish,breadcrumbs,2
butter,white fish,cooked fish,whole fish,2
butter,white fish,cooked fish,coarse rye flour,2
butter,white fish,cooked fish,salmon,2
butter,white fish,cooked fish,mustard sauce,2
butter,white fish,cooked fish,meat patties,2
butter,white fish,cooked fish,rye flour,2
butter,white fish,cooked fish,salted butter,2
butter,white fish,cooked fish,white bread,2
butter,white fish,cooked fish,fish bones,2
butter,white fish,cooked fish,brown mustard,2
butter,yeast,bread flour,egg,2
butter,yeast,bread flour,hard cheese,2
butter,yeast,bread flour,buttermilk,2
butter,yeast,bread flour,dry flatbread,2
butter,yeast,bread flour,broth,2
butter,yeast,bread flour,coarse rye flour,2
butter,yeast,bread flour,orange,2
butter,bread flour,rye flour,egg,2
butter,bread flour,rye flour,hard cheese,2
butter,bread flour,rye flour,sugar,2
butter,bread flour,rye flour,dry flatbread,2
butter,bread flour,rye flour,broth,2
butter,bread flour,rye flour,dill,2
butter,bread flour,rye flour,whole fish,2
butter,bread flour,rye flour,white fish,2
butter,bread flour,rye flour,raisins,2
butter,bread flour,rye flour,orange,2
butter,rye flour,rye dough,sugar,2
butter,rye flour,rye dough,dry flatbread,2
butter,rye flour,rye dough,broth,2
butter,rye flour,rye dough,coarse rye flour,2
butter,rye flour,rye dough,floury potatoes,2
butter,rye flour,rye dough,pork,2
butter,rye flour,rye dough,orange,2
butter,rye flour,rye dough,brown cheese,2
milk,ground cinnamon,cassia cinnamon,egg,2
milk,ground cinnamon,cassia cinnamon,raisins,2
milk,ground cinnamon,cassia cinnamon,baking powder,2
milk,ground cinnamon,cassia cinnamon,bread flour,2
milk,ground cinnamon,cassia cinnamon,icing sugar,2
milk,ground cinnamon,cassia cinnamon,bicarbonate of soda,2
milk,flour,breadcrumbs,egg,2
milk,flour,breadcrumbs,ground cinnamon,2
milk,flour,breadcrumbs,sugar juice,2
milk,flour,breadcrumbs,vanilla sugar,2
milk,flour,breadcrumbs,broth,2
milk,flour,breadcrumbs,lamb,2
milk,flour,breadcrumbs,meat stock,2
milk,flour,breadcrumbs,onion,2
milk,flour,breadcrumbs,minced beef,2
milk,flour,breadcrumbs,cloves,2
milk,flour,breadcrumbs,ginger,2
milk,flour,breadcrumbs,perch fillets,2
milk,flour,breadcrumbs,white fish,2
milk,flour,breadcrumbs,beef,2
milk,flour,breadcrumbs,lamb stock,2
milk,flour,breadcrumbs,bread flour,2
milk,flour,breadcrumbs,mutton,2
milk,flour,breadcrumbs,white bread,2
milk,flour,breadcrumbs,icing sugar,2
milk,flour,breadcrumbs,cocoa powder,2
milk,wheat flour,pastry,zest,2
milk,wheat flour,pastry,brown sugar,2
milk,wheat flour,pastry,lemon,2
milk,wheat flour,pastry,cheese,2
milk,wheat flour,pastry,lard,2
milk,wheat flour,pastry,lard,2
milk,wheat flour,pastry,pancakes,2
milk,wheat flour,pastry,meat pastry,2
milk,wheat flour,pastry,pearl sugar,2
milk,wheat flour,pastry,icing sugar,2
sugar,cinnamon stick,cassia cinnamon,butter,2
sugar,cinnamon stick,cassia cinnamon,flour,2
sugar,cinnamon stick,cassia cinnamon,cloves,2
sugar,cinnamon stick,cassia cinnamon,apples,2
sugar,cinnamon stick,cassia cinnamon,sour cream,2
sugar,cinnamon stick,cassia cinnamon,raisins,2
sugar,cinnamon stick,cassia cinnamon,beer,2
sugar,cinnamon stick,cassia cinnamon,apple juice,2
sugar,cinnamon stick,cassia cinnamon,vanilla bean,2
sugar,cinnamon stick,cassia cinnamon stick,butter,2
sugar,cinnamon stick,cassia cinnamon stick,flour,2
sugar,cinnamon stick,cassia cinnamon stick,cloves,2
sugar,cinnamon stick,cassia cinnamon stick,apples,2
sugar,cinnamon stick,cassia cinnamon stick,sour cream,2
sugar,cinnamon stick,cassia cinnamon stick,raisins,2
sugar,cinnamon stick,cassia cinnamon stick,beer,2
sugar,cinnamon stick,cassia cinnamon stick,apple juice,2
sugar,cinnamon stick,cassia cinnamon stick,vanilla bean,2
sugar,zest,baking powder,cream,2
sugar,zest,baking powder,vinegar,2
sugar,zest,baking powder,icing sugar,2
sugar,zest,baking powder,pastry,2
sugar,zest,wheat flour,cream,2
sugar,zest,wheat flour,orange,2
sugar,zest,wheat flour,pastry,2
sugar,zest,wheat flour,candied orange peel,2
sugar,flour,yeast,zest,2
sugar,flour,yeast,dry flatbread,2
sugar,flour,yeast,oil,2
sugar,flour,yeast,cheese,2
sugar,flour,yeast,raisins,2
sugar,flour,yeast,baking powder,2
sugar,flour,yeast,baker ammonia,2
sugar,flour,icing sugar,ground cinnamon,2
sugar,flour,icing sugar,egg yolks,2
sugar,flour,icing sugar,sugar juice,2
sugar,flour,icing sugar,cloves,2
sugar,flour,icing sugar,ginger,2
sugar,flour,icing sugar,bread flour,2
sugar,flour,icing sugar,pistachios,2
sugar,flour,icing sugar,dark chocolate,2
sugar,flour,icing sugar,raspberry jam,2
sugar,flour,icing sugar,egg whites,2
sugar,flour,icing sugar,sugar syrup,2
sugar,cassia cinnamon,cassia cinnamon stick,butter,2
sugar,cassia cinnamon,cassia cinnamon stick,flour,2
sugar,cassia cinnamon,cassia cinnamon stick,cloves,2
sugar,cassia cinnamon,cassia cinnamon stick,apples,2
sugar,cassia cinnamon,cassia cinnamon stick,sour cream,2
sugar,cassia cinnamon,cassia cinnamon stick,raisins,2
sugar,cassia cinnamon,cassia cinnamon stick,beer,2
sugar,cassia cinnamon,cassia cinnamon stick,apple juice,2
sugar,cassia cinnamon,cassia cinnamon stick,vanilla bean,2
sugar,baking powder,cardamom,golden syrup,2
sugar,baking powder,cardamom,sugar juice,2
sugar,baking powder,cardamom,vinegar,2
sugar,baking powder,cardamom,cloves,2
sugar,baking powder,cardamom,ginger,2
sugar,baking powder,cardamom,breadcrumbs,2
sugar,baking powder,cardamom,yeast,2
sugar,baking powder,cardamom,bicarbonate of soda,2
sugar,baking powder,cardamom,sugar syrup,2
sugar,baking powder,cardamom,soft fruit,2
golden syrup,flour,rye flour,hard cheese,2
golden syrup,flour,rye flour,sugar,2
golden syrup,flour,rye flour,buttermilk,2
golden syrup,flour,rye flour,dry flatbread,2
golden syrup,flour,rye flour,cheese,2
golden syrup,flour,rye flour,dried marjoram,2
golden syrup,flour,rye flour,cloves,2
golden syrup,flour,rye flour,ginger,2
golden syrup,flour,rye flour,dried bitter orange peel,2
golden syrup,flour,rye flour,blood,2
golden syrup,flour,rye flour,dried marjoram,2
golden syrup,flour,rye flour,dark beer,2
golden syrup,flour,rye flour,pig blood,2
golden syrup,flour,rye flour,cow blood,2
golden syrup,flour,rye flour,sugar syrup,2
golden syrup,flour,wheat flour,egg,2
golden syrup,flour,wheat flour,dry flatbread,2
golden syrup,flour,wheat flour,broth,2
golden syrup,flour,wheat flour,plain flour,2
golden syrup,flour,wheat flour,black pepper,2
golden syrup,flour,wheat flour,mushroom soy sauce,2
golden syrup,flour,wheat flour,salmon,2
golden syrup,flour,wheat flour,dried bitter orange peel,2
golden syrup,flour,wheat flour,raisins,2
golden syrup,flour,wheat flour,beer,2
golden syrup,flour,wheat flour,brown cheese,2
zest,vanilla sugar,lemon,potato starch,2
zest,vanilla sugar,lemon,oil,2
zest,vanilla sugar,lemon,raisins,2
zest,vanilla sugar,lemon,icing sugar,2
zest,vanilla sugar,lemon,pastry,2
zest,lemon,baking powder,vinegar,2
zest,lemon,baking powder,pastry,2
zest,flour,baking powder,cream,2
zest,flour,baking powder,vinegar,2
zest,flour,baking powder,icing sugar,2
zest,flour,baking powder,pastry,2
zest,flour,wheat flour,cream,2
zest,flour,wheat flour,orange,2
zest,flour,wheat flour,pastry,2
zest,flour,wheat flour,candied orange peel,2
vanilla sugar,baking powder,wheat flour,potato starch,2
vanilla sugar,baking powder,wheat flour,sugar juice,2
vanilla sugar,baking powder,wheat flour,pastry,2
